Nom,Prix,Description,Isbn,Photo,Editeur,Auteur,Categorie
"La méditation du guerrier: Le secret le mieux gardé du développement personnel, du perfectionnement cognitif et de la lutte contre le stress, enseigné par un maître dans quatre arts samouraïs",5.62,"Découvrez la forme de méditation originale, instinctive et non religieuse qui s’est perdue au fil du temps. Richard L. Haight, auteur primé de The Unbound Soul et maître de quatre arts martiaux samouraïs, partage le secret le mieux gardé au monde dans les domaines du développement personnel, du perfectionnement cognitif et du soulagement du stress, qu’il appelle la méditation du guerrier.
Pour tous les milieux, genres et âges.
Pour vous faire une représentation mentale de la méditation du guerrier, imaginez un champ de bataille sur lequel se trouve un seul samouraï entouré de multiples adversaires. L’attention d’un débutant passerait sans arrêt d’un adversaire à l’autre dans une tentative anxieuse de se défendre. Une telle stratégie fatigue rapidement le guerrier, qui sera vaincu. Un guerrier expérimenté repartira son attention de manière égale dans toutes les directions, mais il éprouvera quand même de l’anxiété pendant qu’il prépare mentalement ses tactiques. Ses pensées et son anxiété peuvent être sa perte si ses adversaires sont très habiles. L’attention d’un maître, comme celle de l’expert est répartie de manière égale, mais il demeure calme, il ne possède pas de plan d’action, son corps effectue les actions adéquates selon les besoins du moment.",978-1532333927,https://m.media-amazon.com/images/I/71dI5vYQX3L._SY522_.jpg,Independently Published (12 février 2020),Richard L Haight,Holistique
N’attendez pas de tomber (vraiment) malade !: Tous les conseils du Dr Yoni Assouly (@dr_yoni_assouly) pour rester naturellement en bonne santé,19.9,"Découvrez les lois naturelles de votre santé !
« Au début de ma carrière de médecin, j’ai constaté que les médicaments soulageaient les patients à court terme… mais que leurs problèmes de santé finissaient par réapparaître aussitôt le traitement terminé. »
Pourquoi ? Parce que la médecine moderne ne s’attaque souvent qu’aux symptômes, pas aux causes de la maladie.
Dans ce livre, le docteur Yoni Assouly révèle les lois naturelles de votre santé, pour prévenir et soigner :
les troubles digestifs,
le surpoids,
les troubles du sommeil,
la fatigue,",978-2807359604,https://m.media-amazon.com/images/I/71u9r21mkAL._SY522_.jpg,DE BOECK SUP; 1er édition (24 avril 2024),Yoni Assouly,Holistique
Stimuler la circulation de la lymphe: La guérison et le renforcement grâce à l’autotraitement holistique,10.26,"Le système lymphatique - la station d’épuration de notre corps
En tant que service de ramassage des déchets de l’organisme, le système lymphatique détruit les substances nocives et inutiles telles que les agents pathogènes, les déchets métaboliques, les toxines et les débris cellulaires.
Le système lymphatique est donc une partie très importante de la
défense immunitaire et de la désintoxication du corps.

La lymphe doit rester dans le flux
Le système lymphatique doit être nettoyé et détoxifié régulièrement pour rester dans son flux naturel. Cependant, si le système lymphatique est continuellement surchargé par trop de déchets, le flux s’arrête. La lymphe ne circule plus que très lentement et difficilement, jusqu’à ce qu’une congestion lymphatique finisse par s’installer. Par conséquent, toutes les substances problématiques ne peuvent plus être éliminées, ce qui peut entraîner le développement de nombreuses maladies chroniques.",979-8393631260,https://m.media-amazon.com/images/I/61a9JuwdKBL._SY522_.jpg,Independently published (5 mai 2023),Dr. Angela Fetzner,Holistique
Les Remèdes Naturels qu&#39ILS ne veulent pas que vous connaissiez,19.62,"Version Kindle ici : https://amzn.to/3GuJzGh
Site officiel : https://les-remedes-naturels.fr/

Ce livre est la traduction du célèbre livre «Natural Cures ""THEY"" don&#39t want you want you to know about», N°1 des Meilleures Ventes au New York Times (pendant 26 semaines d&#39affilée), qui s&#39est vendu à plus de 26 Millions d&#39exemplaires dans le monde et qui lève le voile sur Les Remèdes Naturels qu&#39«ILS» ne Veulent Pas que Vous Connaissiez.
Kevin Trudeau est un homme d&#39affaires américain, auteur à succès et défenseur des droits à la liberté d&#39expression. Il a décidé de quitter le milieu des initiés pour lever le rideau sur la vérité...

Êtes-vous conscient que l&#39écrasante majorité de ce que vous mangez chaque jour vous empoisonne? Saviez-vous que la profession médicale, en partenariat avec l&#39industrie pharmaceutique, a un énorme intérêt à vous garder malade plutôt qu&#39en bonne santé? Vous rendez-vous compte que le Gouvernement Fédéral fait tout ce qui est en son pouvoir pour garder tout cela secret?",979-8372085602,https://m.media-amazon.com/images/I/71RJoSnWhSL._SY522_.jpg,Independently published (15 décembre 2020),Kevin Trudeau,Holistique
L&#39art de l&#39intention: Optimiser votre pratique Reiki,13.93,"Avec ce guide essentiel, explorez le pouvoir de l’intention dans la pratique du Reiki. Ce livre regorge de milliers d’intentions pour plus de 150 sujets, offrant une boîte à outils complète pour optimiser votre pratique Reiki. Découvrez comment affiner vos intentions peut transformer radicalement votre approche de la guérison énergétique, vous permettant d’élever, d’harmoniser et d’enrichir chaque séance. Plongez dans cette exploration de la guérison holistique et laissez-vous inspirer par les possibilités infinies de l’intention.",978-1304374837,https://m.media-amazon.com/images/I/71eL5ElYsRL._SY522_.jpg,Lulu Press (15 mai 2024),Isabel S Churchill,Holistique
La Guérison des 5 blessures,18.65,"Voici la suite tant attendue des 5 blessures qui empêchent d&#39être soi-même, le livre best-seller de Lise Bourbeau.
Voici la suite tant attendue du best-seller de Lise Bourbeau, Les 5 blessures qui empêchent d&#39être soi-même.

De quels moyens concrets dispose-t-on pour guérir nos souffrances ? Comment apprendre à reconnaître nos blessures et mieux appréhender quand celles-ci se réveillent ?
En appliquant les conseils de Lise Bourbeau, vous prendrez conscience des innombrables occasions où l&#39ego dirige nos pensées, nos paroles et nos actes. Cette prise de conscience est non seulement une condition indispensable à la guérison, mais saura également vous aider à manifester les besoins essentiels de votre âme pour trouver la paix intérieure.

Lise BOURBEAU, auteur de nombreux best-sellers traduits dans le monde entier, est la fondatrice des éditions E.T.C. – Écoute Ton Corps –, devenues la plus grande école du développement personnel au Québec.

Tous les succès de Lise BOURBEAU sont chez Pocket",978-2266319157,https://m.media-amazon.com/images/I/61U5BbgKwWL._SY522_.jpg,Pocket (2 septembre 2021),Lise Bourbeau,Holistique
L&#39empreinte de naissance,16.02,"Ce livre met en évidence un cycle biologique cellulaire unique. C&#39est d&#39abord une relecture de la biologie totale issue des travaux de Claude Sabbah avec les principes de base de la bioanalogie. Cette relecture du sens biologique de la maladie au travers des notions d&#39espace et de temps ouvre un regard nouveau sur nos programmes de naissance, révélant ainsi une «Empreinte de naissance». Schémas N&B.",978-2913281332,https://m.media-amazon.com/images/I/61W2boLny5L._SY522_.jpg,QUINTESSENCE (4 mars 2004),Jean-Philippe Brébion,Holistique
"COURS DE PRATICIEN EN AYURVEDA, L&#39INTEGRALE: Anatomie et Physiologie Ayurvédiques. Le Diagnostic Ayurvédique. Les Principales Méthodes du Traitement Ayurvédique.",39.04,"Recommandé par plusieurs écoles d&#39Ayurvéda francophones, cet ouvrage livre d&#39une manière claire et détaillée bien plus que les fondements de la médecine traditionnelle indienne, médecine holistique et naturelle par essence. 🌿

Ce livre est organisé en Modules divisés eux-mêmes en chapitres.

🦴 Dans le 1er Module, vous découvrirez tout d&#39abord comment fonctionne le corps humain selon l&#39Ayurvéda. Les termes et les concepts de Doshas, sous-Doshas, Dhatus, Srotas, Malas, Agni, Ama... n&#39auront plus de secrets pour vous.

🩺 Ensuite, dans le 2ème Module,",978-1794351424,https://m.media-amazon.com/images/I/61bTutbBeRL._SY522_.jpg,Independently published (18 janvier 2019),Stéphane LE COLAS,Holistique
LaHoChi de la Treizième Octave. La Puissance des Archanges: Dela découverte à la Maîtrise,18.67,"Evolution stupéfiante du LaHoChi, le LaHoChi de la 13ème Octave vous place en résonance avec les plus hautes fréquences énergétiques disponibles actuellement.
Plongez dans un océan de sensations bienfaisantes et de découvertes vibrantes grâce à cette technique ultime de séances énergétiques. Que vous soyez novice ou initié, ce livre vous enseignera des méthodes simples et puissantes pour revitaliser votre corps, équilibrer votre esprit et nourrir votre âme., Le LaHoChi de la Treizième Octave, canalisé à l&#39origine par Linda Dillon va vous aider à renforcer votre conscience, à vous libérer du stress et à réveiller votre potentiel créatif et votre spiritualité. Que vous souhaitiez trouver un soulagement des tensions quotidiennes, arriver à des états de relaxation régénératrices, explorer de nouvelles dimensions de conscience, ce livre est votre passeport vers un bien-être global.",979-8850860301,https://m.media-amazon.com/images/I/71ALoZaX93L._SY522_.jpg,Independently published (3 juillet 2023),Eric Riquet,Holistique
DÉPENDANCE AFFECTIVE : La Méthode RLD pour une Guérison en Profondeur: Livre Dépendance Affective | Sortir de la Dépendance Affective | Vaincre la ... | Dépendance Affective et Relations Toxiques,7.1,"DÉPENDANCE AFFECTIVE : LA MÉTHODE RLD POUR UNE GUÉRISON EN PROFONDEUR ❤️

1️⃣ En avez-vous assez d&#39être dans des relations malsaines ?
2️⃣ Voulez-vous apprendre à être heureux tout seul ?
3️⃣ Êtes-vous prêt à prendre le contrôle de votre propre bonheur ?

Et si le moyen le plus efficace de se détacher de la dépendance affective était TOUT SIMPLEMENT de l&#39éviter ?

Oubliez les approches habituelles pour traiter de la dépendance affective, dans ce livre je vous dévoile une méthode différente (la ""méthode RLD"") reposant sur 3 étapes axées sur",979-8392685882,https://m.media-amazon.com/images/I/61XuKi14wOL._SY522_.jpg,Independently published (17 mai 2023),Marie Russo,Holistique
